Company,TypeName,Disp_size,IPS_Panel,Touch_Screen,Processor,RAM_GB,SSD_Disk,HDD_Disk,HybridFlash_Disk,GPU_company,Op_Sys,Weight_kg,Price_INR,PPI,SSD_storage,HDD_storage,Other_storage
Dell,2 in 1 Convertible,13.3,0,1,Intel ,8,1,0,0,Intel,Windows,1.24,96597,1816,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.2,17263,773,0,500,0
HP,Notebook,15.6,0,0,AMD ,4,0,1,0,AMD,Windows,1.86,21259,773,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,6,1,0,0,Nvidia,Windows,2.4,30316,1087,128,0,0
Lenovo,Notebook,14,1,0,Intel ,8,1,0,0,Intel,Windows,1.9,57116,1089,256,0,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,23656,773,0,500,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2,18062,773,0,0,0
Asus,Gaming,17.3,1,0,Intel ,16,1,1,0,Nvidia,Windows,4,101232,1086,128,1024,0
Dell,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.29,26107,773,0,500,0
Lenovo,Notebook,15.6,0,0,Intel ,8,0,0,1,AMD,Windows,2.32,47686,1087,0,0,0
MSI,Gaming,15.6,0,0,Intel ,8,1,1,0,Nvidia,Windows,2.4,65481,1087,128,1024,0
Lenovo,2 in 1 Convertible,14,0,1,Intel ,4,1,0,0,Intel,Windows,1.8,44383,1089,128,0,0
Asus,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.2,38841,1090,512,0,0
Dell,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.3,24456,773,0,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.4,15398,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,2,0,1,0,Intel,Windows,2.2,20193,773,0,500,0
Lenovo,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.6,47899,1087,0,0,0
HP,Notebook,15.6,0,0,AMD ,6,0,0,1,AMD,Windows,2.04,29303,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Linux,2.3,42943,773,0,0,0
HP,Netbook,11.6,0,0,Intel ,2,0,0,1,Intel,Windows,1.17,11136,777,0,0,32
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,38379,773,0,500,0
Lenovo,2 in 1 Convertible,14,1,1,Intel ,4,1,0,0,Intel,Windows,1.8,33993,1089,128,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.3,79867,1816,512,0,0
Lenovo,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.5,12201,774,0,0,64
HP,Notebook,15.6,0,0,Intel ,6,0,1,0,AMD,Windows,2.19,40706,773,0,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,19660,773,0,500,0
Asus,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.2,38841,1090,512,0,0
Dell,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.3,24456,773,0,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.4,15398,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,2,0,1,0,Intel,Windows,2.2,20193,773,0,500,0
Lenovo,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.6,47899,1087,0,0,0
HP,Notebook,15.6,0,0,AMD ,6,0,0,1,AMD,Windows,2.04,29303,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Linux,2.3,42943,773,0,0,0
HP,Netbook,11.6,0,0,Intel ,2,0,0,1,Intel,Windows,1.17,11136,777,0,0,32
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,38379,773,0,500,0
Lenovo,2 in 1 Convertible,14,1,1,Intel ,4,1,0,0,Intel,Windows,1.8,33993,1089,128,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.3,79867,1816,512,0,0
Lenovo,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.5,12201,774,0,0,64
HP,Notebook,15.6,0,0,Intel ,6,0,1,0,AMD,Windows,2.19,40706,773,0,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,19660,773,0,500,0
Asus,Ultrabook,13.3,1,0,Intel ,8,1,0,0,Intel,Windows,1.2,38841,1090,512,0,0
Dell,Notebook,15.6,0,0,Intel ,6,0,1,0,Intel,Windows,2.3,24456,773,0,0,0
Acer,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Linux,2.4,15398,773,0,500,0
Dell,Notebook,15.6,0,0,Intel ,2,0,1,0,Intel,Windows,2.2,20193,773,0,500,0
Lenovo,Notebook,15.6,1,0,Intel ,8,0,1,0,Nvidia,Windows,2.6,47899,1087,0,0,0
HP,Notebook,15.6,0,0,AMD ,6,0,0,1,AMD,Windows,2.04,29303,1087,0,0,0
Dell,Notebook,15.6,0,0,Intel ,8,0,1,0,AMD,Linux,2.3,42943,773,0,0,0
HP,Netbook,11.6,0,0,Intel ,2,0,0,1,Intel,Windows,1.17,11136,777,0,0,32
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Nvidia,Windows,2.2,38379,773,0,500,0
Lenovo,2 in 1 Convertible,14,1,1,Intel ,4,1,0,0,Intel,Windows,1.8,33993,1089,128,0,0
Lenovo,2 in 1 Convertible,13.3,1,1,Intel ,16,1,0,0,Intel,Windows,1.3,79867,1816,512,0,0
Lenovo,Notebook,14,0,0,Intel ,2,0,0,1,Intel,Windows,1.5,12201,774,0,0,64
HP,Notebook,15.6,0,0,Intel ,6,0,1,0,AMD,Windows,2.19,40706,773,0,0,0
Asus,Notebook,15.6,0,0,Intel ,4,0,1,0,Intel,Windows,2.2,19660,773,0,500,0
